name,score,ingredients
"Mineral Fusion Lipstick, Flashy",1,"Helianthus Annuus (Sunflower) Seed Oil*, Trioctyldodecyl Citrate, Ricinus Communis (Castor) Seed Oil*, Sesamum Indicum (Sesame) Seed Oil*, Euphorbia Cerifera (Candelilla) Wax, Copernicia Cerifera (Carnauba) Wax*, Vegetable Oil, Theobroma Cacao (Cocoa) Seed Butter*, Cocos Nucifera (Coconut) Oil*, Persea Gratissima (Avocado) Oil*, Thymus Vulgaris (Thyme) Oil*, Rosmarinus Officinalis (Rosemary) Oil*, Aloe Barbadensis (Aloe Vera) Leaf Extract*, Vaccinium Macrocarpon (Cranberry) Seed Oil*, Camellia Sinensis (White Tea) Leaf Oil*, Cyclopia Intermedia (Honeybush) Leaf Oil*, Punica Granatum (Pomegranate) Oil*, L-Ascorbic Acid (Vitamin C), Tocopherol (Vitamin E), May contain: Mica, Titanium Dioxide, Iron Oxide"
"Mineral Fusion Lipstick, Crush",1,"Helianthus Annuus (Sunflower) Seed Oil*, Trioctyldodecyl Citrate, Ricinus Communis (Castor) Seed Oil*, Sesamum Indicum (Sesame) Seed Oil*, Euphorbia Cerifera (Candelilla) Wax, Copernicia Cerifera (Carnauba) Wax*, Vegetable Oil, Theobroma Cacao (Cocoa) Seed Butter*, Cocos Nucifera (Coconut) Oil*, Persea Gratissima (Avocado) Oil*, Thymus Vulgaris (Thyme) Oil*, Rosmarinus Officinalis (Rosemary) Oil*, Aloe Barbadensis (Aloe Vera) Leaf Extract*, Vaccinium Macrocarpon (Cranberry) Seed Oil*, Camellia Sinensis (White Tea) Leaf Oil*, Cyclopia Intermedia (Honeybush) Leaf Oil*, Punica Granatum (Pomegranate) Oil*, L-Ascorbic Acid (Vitamin C), Tocopherol (Vitamin E), May contain: Mica, Titanium Dioxide, Iron Oxide"
"Mineral Fusion Lipstick, Charming",1,"Helianthus Annuus (Sunflower) Seed Oil*, Trioctyldodecyl Citrate, Ricinus Communis (Castor) Seed Oil*, Sesamum Indicum (Sesame) Seed Oil*, Euphorbia Cerifera (Candelilla) Wax, Copernicia Cerifera (Carnauba) Wax*, Vegetable Oil, Theobroma Cacao (Cocoa) Seed Butter*, Cocos Nucifera (Coconut) Oil*, Persea Gratissima (Avocado) Oil*, Thymus Vulgaris (Thyme) Oil*, Rosmarinus Officinalis (Rosemary) Oil*, Aloe Barbadensis (Aloe Vera) Leaf Extract*, Vaccinium Macrocarpon (Cranberry) Seed Oil*, Camellia Sinensis (White Tea) Leaf Oil*, Cyclopia Intermedia (Honeybush) Leaf Oil*, Punica Granatum (Pomegranate) Oil*, L-Ascorbic Acid (Vitamin C), Tocopherol (Vitamin E), May contain: Mica, Titanium Dioxide, Iron Oxide"
"Mineral Fusion Lipstick, Burst",1,"Helianthus Annuus (Sunflower) Seed Oil*, Trioctyldodecyl Citrate, Ricinus Communis (Castor) Seed Oil*, Sesamum Indicum (Sesame) Seed Oil*, Euphorbia Cerifera (Candelilla) Wax, Copernicia Cerifera (Carnauba) Wax*, Vegetable Oil, Theobroma Cacao (Cocoa) Seed Butter*, Cocos Nucifera (Coconut) Oil*, Persea Gratissima (Avocado) Oil*, Thymus Vulgaris (Thyme) Oil*, Rosmarinus Officinalis (Rosemary) Oil*, Aloe Barbadensis (Aloe Vera) Leaf Extract*, Vaccinium Macrocarpon (Cranberry) Seed Oil*, Camellia Sinensis (White Tea) Leaf Oil*, Cyclopia Intermedia (Honeybush) Leaf Oil*, Punica Granatum (Pomegranate) Oil*, L-Ascorbic Acid (Vitamin C), Tocopherol (Vitamin E), May contain: Mica, Titanium Dioxide, Iron Oxide"
"Mineral Fusion Lipstick, Alluring",1,"Helianthus Annuus (Sunflower) Seed Oil*, Trioctyldodecyl Citrate, Ricinus Communis (Castor) Seed Oil*, Sesamum Indicum (Sesame) Seed Oil*, Euphorbia Cerifera (Candelilla) Wax, Copernicia Cerifera (Carnauba) Wax*, Vegetable Oil, Theobroma Cacao (Cocoa) Seed Butter*, Cocos Nucifera (Coconut) Oil*, Persea Gratissima (Avocado) Oil*, Thymus Vulgaris (Thyme) Oil*, Rosmarinus Officinalis (Rosemary) Oil*, Aloe Barbadensis (Aloe Vera) Leaf Extract*, Vaccinium Macrocarpon (Cranberry) Seed Oil*, Camellia Sinensis (White Tea) Leaf Oil*, Cyclopia Intermedia (Honeybush) Leaf Oil*, Punica Granatum (Pomegranate) Oil*, L-Ascorbic Acid (Vitamin C), Tocopherol (Vitamin E), May contain: Mica, Titanium Dioxide, Iron Oxide"
"Mineral Fusion Lipstick Butter, Vine",1,"Helianthus Annuus (Sun ower) Seed Oil*, Vegetable Oil, Trioctyldodecyl Citrate, Ricinus Communis (Castor) Seed Oil*, Sesamum Indicum (Sesame) Seed Oil*, Theobroma Cacao (Cocoa) Seed Butter*, Cocos Nucifera (Coconut) Oil*, Euphorbia Cerifera (Candelilla) Wax, Copernicia Cerifera (Carnauba) Wax*, Argania Spinosa (Argan) Nut Oil*, Thymus Vulgaris (Thyme) Oil, Rosmarinus Of cinalis (Rosemary) Oil*, Vanilla Planifolia Fruit Oil, Camellia Sinensis (White Tea) Leaf Oil*, Cyclopia Intermedia (Honeybush) Leaf Oil*, Punica Granatum (Pomegranate) Oil*, L-Ascorbic Acid (Vitamin C), Tocopherol (Vitamin E), May contain: Mica, Titanium Dioxide, Iron Oxide"
"Mineral Fusion Lipstick Butter, Ripe",1,"Helianthus Annuus (Sun ower) Seed Oil*, Vegetable Oil, Trioctyldodecyl Citrate, Ricinus Communis (Castor) Seed Oil*, Sesamum Indicum (Sesame) Seed Oil*, Theobroma Cacao (Cocoa) Seed Butter*, Cocos Nucifera (Coconut) Oil*, Euphorbia Cerifera (Candelilla) Wax, Copernicia Cerifera (Carnauba) Wax*, Argania Spinosa (Argan) Nut Oil*, Thymus Vulgaris (Thyme) Oil, Rosmarinus Of cinalis (Rosemary) Oil*, Vanilla Planifolia Fruit Oil, Camellia Sinensis (White Tea) Leaf Oil*, Cyclopia Intermedia (Honeybush) Leaf Oil*, Punica Granatum (Pomegranate) Oil*, L-Ascorbic Acid (Vitamin C), Tocopherol (Vitamin E), May contain: Mica, Titanium Dioxide, Iron Oxide"
"Mineral Fusion Lipstick Butter, Pomegranate",1,"Helianthus Annuus (Sun ower) Seed Oil*, Vegetable Oil, Trioctyldodecyl Citrate, Ricinus Communis (Castor) Seed Oil*, Sesamum Indicum (Sesame) Seed Oil*, Theobroma Cacao (Cocoa) Seed Butter*, Cocos Nucifera (Coconut) Oil*, Euphorbia Cerifera (Candelilla) Wax, Copernicia Cerifera (Carnauba) Wax*, Argania Spinosa (Argan) Nut Oil*, Thymus Vulgaris (Thyme) Oil, Rosmarinus Of cinalis (Rosemary) Oil*, Vanilla Planifolia Fruit Oil, Camellia Sinensis (White Tea) Leaf Oil*, Cyclopia Intermedia (Honeybush) Leaf Oil*, Punica Granatum (Pomegranate) Oil*, L-Ascorbic Acid (Vitamin C), Tocopherol (Vitamin E), May contain: Mica, Titanium Dioxide, Iron Oxide"
"Mineral Fusion Lipstick Butter, Luscious",1,"Helianthus Annuus (Sun ower) Seed Oil*, Vegetable Oil, Trioctyldodecyl Citrate, Ricinus Communis (Castor) Seed Oil*, Sesamum Indicum (Sesame) Seed Oil*, Theobroma Cacao (Cocoa) Seed Butter*, Cocos Nucifera (Coconut) Oil*, Euphorbia Cerifera (Candelilla) Wax, Copernicia Cerifera (Carnauba) Wax*, Argania Spinosa (Argan) Nut Oil*, Thymus Vulgaris (Thyme) Oil, Rosmarinus Of cinalis (Rosemary) Oil*, Vanilla Planifolia Fruit Oil, Camellia Sinensis (White Tea) Leaf Oil*, Cyclopia Intermedia (Honeybush) Leaf Oil*, Punica Granatum (Pomegranate) Oil*, L-Ascorbic Acid (Vitamin C), Tocopherol (Vitamin E), May contain: Mica, Titanium Dioxide, Iron Oxide"
"Mineral Fusion Lipstick Butter, Juicy",1,"Helianthus Annuus (Sun ower) Seed Oil*, Vegetable Oil, Trioctyldodecyl Citrate, Ricinus Communis (Castor) Seed Oil*, Sesamum Indicum (Sesame) Seed Oil*, Theobroma Cacao (Cocoa) Seed Butter*, Cocos Nucifera (Coconut) Oil*, Euphorbia Cerifera (Candelilla) Wax, Copernicia Cerifera (Carnauba) Wax*, Argania Spinosa (Argan) Nut Oil*, Thymus Vulgaris (Thyme) Oil, Rosmarinus Of cinalis (Rosemary) Oil*, Vanilla Planifolia Fruit Oil, Camellia Sinensis (White Tea) Leaf Oil*, Cyclopia Intermedia (Honeybush) Leaf Oil*, Punica Granatum (Pomegranate) Oil*, L-Ascorbic Acid (Vitamin C), Tocopherol (Vitamin E), May contain: Mica, Titanium Dioxide, Iron Oxide"
"Mineral Fusion Lipstick Butter, Honeysuckle",1,"Helianthus Annuus (Sun ower) Seed Oil*, Vegetable Oil, Trioctyldodecyl Citrate, Ricinus Communis (Castor) Seed Oil*, Sesamum Indicum (Sesame) Seed Oil*, Theobroma Cacao (Cocoa) Seed Butter*, Cocos Nucifera (Coconut) Oil*, Euphorbia Cerifera (Candelilla) Wax, Copernicia Cerifera (Carnauba) Wax*, Argania Spinosa (Argan) Nut Oil*, Thymus Vulgaris (Thyme) Oil, Rosmarinus Of cinalis (Rosemary) Oil*, Vanilla Planifolia Fruit Oil, Camellia Sinensis (White Tea) Leaf Oil*, Cyclopia Intermedia (Honeybush) Leaf Oil*, Punica Granatum (Pomegranate) Oil*, L-Ascorbic Acid (Vitamin C), Tocopherol (Vitamin E), May contain: Mica, Titanium Dioxide, Iron Oxide"
"Mineral Fusion Lipstick Butter, Delicious",1,"Helianthus Annuus (Sun ower) Seed Oil*, Vegetable Oil, Trioctyldodecyl Citrate, Ricinus Communis (Castor) Seed Oil*, Sesamum Indicum (Sesame) Seed Oil*, Theobroma Cacao (Cocoa) Seed Butter*, Cocos Nucifera (Coconut) Oil*, Euphorbia Cerifera (Candelilla) Wax, Copernicia Cerifera (Carnauba) Wax*, Argania Spinosa (Argan) Nut Oil*, Thymus Vulgaris (Thyme) Oil, Rosmarinus Of cinalis (Rosemary) Oil*, Vanilla Planifolia Fruit Oil, Camellia Sinensis (White Tea) Leaf Oil*, Cyclopia Intermedia (Honeybush) Leaf Oil*, Punica Granatum (Pomegranate) Oil*, L-Ascorbic Acid (Vitamin C), Tocopherol (Vitamin E), May contain: Mica, Titanium Dioxide, Iron Oxide"
"Mineral Fusion Lipstick Butter, Blackberry",1,"Helianthus Annuus (Sun ower) Seed Oil*, Vegetable Oil, Trioctyldodecyl Citrate, Ricinus Communis (Castor) Seed Oil*, Sesamum Indicum (Sesame) Seed Oil*, Theobroma Cacao (Cocoa) Seed Butter*, Cocos Nucifera (Coconut) Oil*, Euphorbia Cerifera (Candelilla) Wax, Copernicia Cerifera (Carnauba) Wax*, Argania Spinosa (Argan) Nut Oil*, Thymus Vulgaris (Thyme) Oil, Rosmarinus Of cinalis (Rosemary) Oil*, Vanilla Planifolia Fruit Oil, Camellia Sinensis (White Tea) Leaf Oil*, Cyclopia Intermedia (Honeybush) Leaf Oil*, Punica Granatum (Pomegranate) Oil*, L-Ascorbic Acid (Vitamin C), Tocopherol (Vitamin E), May contain: Mica, Titanium Dioxide, Iron Oxide"
"Mineral Fusion Lip Sheer, Inspire",1,"Helianthus Annuus (Sunflower) Seed Oil*, Trioctyldodecyl Citrate, Ricinus Communis (Castor) Seed Oil*, Sesamum Indicum (Sesame) Seed Oil*, Euphorbia Cerifera (Candelilla) Wax, Copernicia Cerifera (Carnauba) Wax*, Vegetable Oil, Theobroma Cacao (Cocoa) Seed Butter*, Cocos Nucifera (Coconut) Oil*, Persea Gratissima (Avocado) Oil*, Thymus Vulgaris (Thyme) Oil*, Rosmarinus Officinalis (Rosemary) Oil*, Aloe Barbadensis (Aloe Vera) Leaf Extract*, Vaccinium Macrocarpon (Cranberry) Seed Oil*, Camellia Sinensis (White Tea) Leaf Oil*, Cyclopia Intermedia (Honeybush) Leaf Oil*, Punica Granatum (Pomegranate) Oil*, L-Ascorbic Acid (Vitamin C), Tocopherol (Vitamin E), May contain: Mica, Titanium Dioxide, Iron Oxide"
"Mineral Fusion Lip Sheer, Exotic",1,"Helianthus Annuus (Sunflower) Seed Oil*, Trioctyldodecyl Citrate, Ricinus Communis (Castor) Seed Oil*, Sesamum Indicum (Sesame) Seed Oil*, Euphorbia Cerifera (Candelilla) Wax, Copernicia Cerifera (Carnauba) Wax*, Vegetable Oil, Theobroma Cacao (Cocoa) Seed Butter*, Cocos Nucifera (Coconut) Oil*, Persea Gratissima (Avocado) Oil*, Thymus Vulgaris (Thyme) Oil*, Rosmarinus Officinalis (Rosemary) Oil*, Aloe Barbadensis (Aloe Vera) Leaf Extract*, Vaccinium Macrocarpon (Cranberry) Seed Oil*, Camellia Sinensis (White Tea) Leaf Oil*, Cyclopia Intermedia (Honeybush) Leaf Oil*, Punica Granatum (Pomegranate) Oil*, L-Ascorbic Acid (Vitamin C), Tocopherol (Vitamin E), May contain: Mica, Titanium Dioxide, Iron Oxide"
"Mineral Fusion Lip Pencil, Splendid",1,"Simmondsia Chinensis (Jojoba) Butter, Caprylic/Capric Triglyceride, Lim1thes Alba (Meadowfoam) Seed Oil, Mangifera Indica (Mango) Seed Oil, Euphorbia Cerifera (Candelilla) Wax, Silica, Butyrospermum Parkii (Shea Butter), Macadamia Ternifolia Seed Oil, Copernicia Cerifera (Carnauba) Wax, Tocopherol (Vitamin E), Ascorbyl Palmitate (Vitamin C), Iron Oxides, Titanium Dioxide, Mica, Carmine, Manganese Violet"
"Mineral Fusion Lip Pencil, Graceful",1,"Simmondsia Chinensis (Jojoba) Butter, Caprylic/Capric Triglyceride, Lim1thes Alba (Meadowfoam) Seed Oil, Mangifera Indica (Mango) Seed Oil, Euphorbia Cerifera (Candelilla) Wax, Silica, Butyrospermum Parkii (Shea) Butter, Macadamia Ternifolia Seed Oil, Copernicia Cerifera (Carnauba) Wax, Tocopherol (Vitamin E), Ascorbyl Palmitate (Vitamin C), Mica, Manganese Violet, Iron Oxides, Titanium Dioxide."
"Mineral Fusion Lip Pencil, Elegant",1,"Simmondsia Chinensis (Jojoba) Butter, Caprylic/Capric Triglyceride, Lim1thes Alba (Meadowfoam) Seed Oil, Mangifera Indica (Mango) Seed Oil, Euphorbia Cerifera (Candelilla) Wax, Silica, Butyrospermum Parkii (Shea) Butter, Macadamia Ternifolia Seed Oil, Copernicia Cerifera (Carnauba) Wax, Tocopherol (Vitamin E), Ascorbyl Palmitate (Vitamin C), Carmine, Mica, Manganese Violet, Iron Oxides, Titanium Dioxide"
"Mineral Fusion Lip Pencil, Burnish",1,"Simmondsia Chinensis (Jojoba) Butter, Caprylic/Capric Triglyceride, Lim1thes Alba (Meadowfoam) Seed Oil, Mangifera Indica (Mango) Seed Oil, Euphorbia Cerifera (Candelilla) Wax, Silica, Butyrospermum Parkii (Shea Butter), Macadamia Ternifolia Seed Oil, Copernicia Cerifera (Carnauba) Wax, Tocopherol (Vitamin E), Ascorbyl Palmitate (Vitamin C), Iron Oxides, Titanium Dioxide, Mica"
"Mineral Fusion Lip Gloss, Vixen",1,"Sesamum Indicum (Sesame) Seed Oil*, Triisostearyl Citrate, Ricinus Communis (Castor) Seed Oil*, Theobroma Cacao (Cocoa) Seed Butter*, Euphorbia Cerifera (Candelilla) Wax, Brassica Campestris Aleurites Ford Oil Copolymer, Cocos Nucifera (Coconut) Oil*, Caprylic/Capric Triglyceride, Butyrospermum Parkii (Shea Butter) Fruit*, Rosa Canina (Rose Hip) Fruit Oil*, Camellia Sinensis (White Tea) Leaf Oil*, Cyclopia Intermedia (Honeybush) Leaf Oil*, Punica Granatum (Pomegranate) Oil*, Tocopherol (Vitamin E), Thymus Vulgaris (Thyme) Oil*, Rosmarinus Officinalis (Rosemary) Oil*, Aloe Barbadensis (Aloe Vera) Leaf Extract*, Calendula Officinalis Flower Oil*, Vanilla Planifolia Fruit Oil*, L-Ascorbic Acid (Vitamin C), May contain: Mica, Titanium Dioxide, Iron Oxide, Vanilla Planifolia Fruit Oil*, L-Ascorbic Acid (Vitamin C)"
"Mineral Fusion Lip Gloss, Scarlet",1,"Sesamum Indicum (Sesame) Seed Oil*, Triisostearyl Citrate, Ricinus Communis (Castor) Seed Oil*, Theobroma Cacao (Cocoa) Seed Butter*, Euphorbia Cerifera (Candelilla) Wax, Brassica Campestris Aleurites Ford Oil Copolymer, Cocos Nucifera (Coconut) Oil*, Caprylic/Capric Triglyceride, Butyrospermum Parkii (Shea Butter) Fruit*, Rosa Canina (Rose Hip) Fruit Oil*, Camellia Sinensis (White Tea) Leaf Oil*, Cyclopia Intermedia (Honeybush) Leaf Oil*, Punica Granatum (Pomegranate) Oil*, Tocopherol (Vitamin E), Thymus Vulgaris (Thyme) Oil*, Rosmarinus Officinalis (Rosemary) Oil*, Aloe Barbadensis (Aloe Vera) Leaf Extract*, Calendula Officinalis Flower Oil*, Vanilla Planifolia Fruit Oil*, L-Ascorbic Acid (Vitamin C), May contain: Mica, Titanium Dioxide, Iron Oxide, Vanilla Planifolia Fruit Oil*, L-Ascorbic Acid (Vitamin C)"
"Mineral Fusion Lip Gloss, Lovely",1,"Sesamum Indicum (Sesame) Seed Oil*, Triisostearyl Citrate, Ricinus Communis (Castor) Seed Oil*, Theobroma Cacao (Cocoa) Seed Butter*, Euphorbia Cerifera (Candelilla) Wax, Brassica Campestris Aleurites Ford Oil Copolymer, Cocos Nucifera (Coconut) Oil*, Caprylic/Capric Triglyceride, Butyrospermum Parkii (Shea Butter) Fruit*, Rosa Canina (Rose Hip) Fruit Oil*, Camellia Sinensis (White Tea) Leaf Oil*, Cyclopia Intermedia (Honeybush) Leaf Oil*, Punica Granatum (Pomegranate) Oil*, Tocopherol (Vitamin E), Thymus Vulgaris (Thyme) Oil*, Rosmarinus Officinalis (Rosemary) Oil*, Aloe Barbadensis (Aloe Vera) Leaf Extract*, Calendula Officinalis Flower Oil*, Vanilla Planifolia Fruit Oil*, L-Ascorbic Acid (Vitamin C), May contain: Mica, Titanium Dioxide, Iron Oxide, Vanilla Planifolia Fruit Oil*, L-Ascorbic Acid (Vitamin C)"
"Mineral Fusion Lip Gloss, Dazzle",1,"Sesamum Indicum (Sesame) Seed Oil*, Triisostearyl Citrate, Ricinus Communis (Castor) Seed Oil*, Theobroma Cacao (Cocoa) Seed Butter*, Euphorbia Cerifera (Candelilla) Wax, Brassica Campestris Aleurites Ford Oil Copolymer, Cocos Nucifera (Coconut) Oil*, Caprylic/Capric Triglyceride, Butyrospermum Parkii (Shea Butter) Fruit*, Rosa Canina (Rose Hip) Fruit Oil*, Camellia Sinensis (White Tea) Leaf Oil*, Cyclopia Intermedia (Honeybush) Leaf Oil*, Punica Granatum (Pomegranate) Oil*, Tocopherol (Vitamin E), Thymus Vulgaris (Thyme) Oil*, Rosmarinus Officinalis (Rosemary) Oil*, Aloe Barbadensis (Aloe Vera) Leaf Extract*, Calendula Officinalis Flower Oil*, Vanilla Planifolia Fruit Oil*, L-Ascorbic Acid (Vitamin C), May contain: Mica, Titanium Dioxide, Iron Oxide, Vanilla Planifolia Fruit Oil*, L-Ascorbic Acid (Vitamin C)"
"Mineral Fusion Lip Gloss, Clarity",1,"Sesamum Indicum (Sesame) Seed Oil*, Triisostearyl Citrate, Ricinus Communis (Castor) Seed Oil*, Theobroma Cacao (Cocoa) Seed Butter*, Euphorbia Cerifera (Candelilla) Wax, Brassica Campestris Aleurites Ford Oil Copolymer, Cocos Nucifera (Coconut) Oil*, Caprylic/Capric Triglyceride, Butyrospermum Parkii (Shea Butter) Fruit*, Rosa Canina (Rose Hip) Fruit Oil*, Camellia Sinensis (White Tea) Leaf Oil*, Cyclopia Intermedia (Honeybush) Leaf Oil*, Punica Granatum (Pomegranate) Oil*, Tocopherol (Vitamin E), Thymus Vulgaris (Thyme) Oil*, Rosmarinus Officinalis (Rosemary) Oil*, Aloe Barbadensis (Aloe Vera) Leaf Extract*, Calendula Officinalis Flower Oil*, Vanilla Planifolia Fruit Oil*, L-Ascorbic Acid (Vitamin C), May contain: Mica, Titanium Dioxide, Iron Oxide, Vanilla Planifolia Fruit Oil*, L-Ascorbic Acid (Vitamin C)"
"Mineral Fusion Lip Gloss, Captivate",1,"Sesamum Indicum (Sesame) Seed Oil*, Triisostearyl Citrate, Ricinus Communis (Castor) Seed Oil*, Theobroma Cacao (Cocoa) Seed Butter*, Euphorbia Cerifera (Candelilla) Wax, Brassica Campestris Aleurites Ford Oil Copolymer, Cocos Nucifera (Coconut) Oil*, Caprylic/Capric Triglyceride, Butyrospermum Parkii (Shea Butter) Fruit*, Rosa Canina (Rose Hip) Fruit Oil*, Camellia Sinensis (White Tea) Leaf Oil*, Cyclopia Intermedia (Honeybush) Leaf Oil*, Punica Granatum (Pomegranate) Oil*, Tocopherol (Vitamin E), Thymus Vulgaris (Thyme) Oil*, Rosmarinus Officinalis (Rosemary) Oil*, Aloe Barbadensis (Aloe Vera) Leaf Extract*, Calendula Officinalis Flower Oil*, Vanilla Planifolia Fruit Oil*, L-Ascorbic Acid (Vitamin C), May contain: Mica, Titanium Dioxide, Iron Oxide, Vanilla Planifolia Fruit Oil*, L-Ascorbic Acid (Vitamin C)"
Mineral Fusion Hydration Mist,1,"Water (Aqua), Polysorbate 80, Phenoxyethanol, Ethylhexylglycerin, Chamomilla Recutita (Matricaria) Extract, Commiphora Myrrha (Myrrh) Extract, Articum Lappa (Burdock) Root Extract, Allantoin, Camellia Sinensis (White Tea) Leaf Extract, Ergothioneine, Alaria Esculenta (Sea Algae) Extract, Pelargonium Graveolens (Chinese Geranium) Oil, Arginine PCA, Citric Acid, Potassium Sorbate, Deuterium Oxide"
"Mineral Fusion Eye Shadow, Trio Sultry",1,"Mica, Octyldodecyl Stearoyl Stearate, Zinc Stearate, Tocopheryl Acetate (Vitamin E), Caprylic/Capric Triglyceride, Ascorbyl Palmitate (Vitamin C), Camellia Sinensis (White Tea) Leaf Extract, Aspalathus Linearis (Rooibos Red Tea) Leaf Extract, Punica Granatum (Pomegranate) Extract, Vitis Vinifera (Grape) Seed Extract, Laminaria Ochroleuca (Sea Kelp) Extract, Aloe Barbadensis (Aloe Vera) Leaf Extract, Lauroyl Lysine, Sambucus Nigra (Elderberry) Fruit Extract, Phenoxyethanol, May contain: Iron Oxides, Carmine, Ferric Ferrocyanide, Manganese Violet, Titanium Dioxide, Ultramarines"
"Mineral Fusion Eye Shadow, Trio Stunning",1,"Mica, Octyldodecyl Stearoyl Stearate, Zinc Stearate, Tocopheryl Acetate (Vitamin E), Caprylic/Capric Triglyceride, Ascorbyl Palmitate (Vitamin C), Camellia Sinensis (White Tea) Leaf Extract, Aspalathus Linearis (Rooibos Red Tea) Leaf Extract, Punica Granatum (Pomegranate) Extract, Vitis Vinifera (Grape) Seed Extract, Laminaria Ochroleuca (Sea Kelp) Extract, Aloe Barbadensis (Aloe Vera) Leaf Extract, Lauroyl Lysine, Sambucus Nigra (Elderberry) Fruit Extract, Phenoxyethanol, May contain: Iron Oxides, Carmine, Ferric Ferrocyanide, Manganese Violet, Titanium Dioxide, Ultramarines"
"Mineral Fusion Eye Shadow, Trio Stormy",1,"Mica, Octyldodecyl Stearoyl Stearate, Zinc Stearate, Tocopheryl Acetate (Vitamin E), Caprylic/Capric Triglyceride, Ascorbyl Palmitate (Vitamin C), Camellia Sinensis (White Tea) Leaf Extract, Aspalathus Linearis (Rooibos Red Tea) Leaf Extract, Punica Granatum (Pomegranate) Extract, Vitis Vinifera (Grape) Seed Extract, Laminaria Ochroleuca (Sea Kelp) Extract, Aloe Barbadensis (Aloe Vera) Leaf Extract, Lauroyl Lysine, Sambucus Nigra (Elderberry) Fruit Extract, Phenoxyethanol, May contain: Iron Oxides, Carmine, Ferric Ferrocyanide, Manganese Violet, Titanium Dioxide, Ultramarines"
"Mineral Fusion Eye Shadow, Trio Rose Gold",1,"Mica, Octyldodecyl Stearoyl Stearate, Zinc Stearate, Tocopheryl Acetate (Vitamin E), Caprylic/Capric Triglyceride, Ascorbyl Palmitate (Vitamin C), Camellia Sinensis (White Tea) Leaf Extract, Aspalathus Linearis (Rooibos Red Tea) Leaf Extract, Punica Granatum (Pomegranate) Extract, Vitis Vinifera (Grape) Seed Extract, Laminaria Ochroleuca (Sea Kelp) Extract, Aloe Barbadensis (Aloe Vera) Leaf Extract, Lauroyl Lysine, Sambucus Nigra (Elderberry) Fruit Extract, Phenoxyethanol, May contain: Iron Oxides, Carmine, Ferric Ferrocyanide, Manganese Violet, Titanium Dioxide, Ultramarines"
"Mineral Fusion Eye Shadow, Trio Riviera",1,"Mica, Octyldodecyl Stearoyl Stearate, Zinc Stearate, Tocopheryl Acetate (Vitamin E), Caprylic/Capric Triglyceride, Ascorbyl Palmitate (Vitamin C), Camellia Sinensis (White Tea) Leaf Extract, Aspalathus Linearis (Rooibos Red Tea) Leaf Extract, Punica Granatum (Pomegranate) Extract, Vitis Vinifera (Grape) Seed Extract, Laminaria Ochroleuca (Sea Kelp) Extract, Aloe Barbadensis (Aloe Vera) Leaf Extract, Lauroyl Lysine, Sambucus Nigra (Elderberry) Fruit Extract, Phenoxyethanol, May contain: Iron Oxides, Carmine, Ferric Ferrocyanide, Manganese Violet, Titanium Dioxide, Ultramarines"
